0 Tile  2 x  2 with Silver Hufflepuff Crest on Bright Light Orange Pattern
4 179 -2.48 0 -12.16 -1.2 0 -9.68 -1.96 0 -9.48 -2.64 0 -9.4
3 179 -2.64 0 -9.4 -3.16 0 -12 -2.48 0 -12.16
3 179 -5 0 -11.56 -4.96 0 -11.84 -4.72 0 -11.76
3 179 -4.36 0 -10.68 -4.8 0 -11.12 -4.08 0 -11.76
3 179 -2.64 0 -9.4 -4.36 0 -10.64 -4.36 0 -10.68
4 179 -4.36 0 -10.64 -2.64 0 -9.4 -5.08 0 -10.4 -4.44 0 -10.64
3 179 -2.68 0 -8.2 -5.76 0 -9.88 -2.68 0 -8.24
3 179 -7.56 0 -8.44 -6.96 0 -9.84 -5.76 0 -9.88
4 179 -8.04 0 -9.56 -8.04 0 -10.2 -7.48 0 -9.84 -7.92 0 -9.16
4 179 -7.56 0 -8.44 -4.44 0 -5.64 -7.8 0 -7.2 -8.28 0 -7.6
4 179 -8.44 0 -6.96 -7.8 0 -6.2 -8.52 0 -6.36 -8.96 0 -6.84
4 179 -8.32 0 -8.48 -8.28 0 -7.6 -8.92 0 -8.28 -9.12 0 -8.76
3 179 -8.28 0 -7.6 -8.32 0 -8.48 -7.56 0 -8.44
3 179 -6 0 -4.96 -6.88 0 -5.08 -7.44 0 -6.16
4 179 -9.04 0 -6.6 -9.24 0 -6.8 -8.96 0 -6.84 -8.52 0 -6.36
4 179 -7.8 0 -6.2 -8.44 0 -6.96 -7.8 0 -7.2 -7.44 0 -6.16
4 179 -7.44 0 -6.16 -6.88 0 -5.08 -7.48 0 -4.96 -7.88 0 -5.72
3 179 -8.2 0 -5.08 -8.76 0 -5.4 -8.44 0 -5.44
3 179 -7.48 0 -4.96 -7.72 0 -4.96 -7.88 0 -5.72
3 179 4.52 0 -9.2 4.56 0 -9.6 6.04 0 -9.76
4 179 3.88 0 -10.6 4.12 0 -10.12 2.64 0 -9.12 2.64 0 -10.96
4 179 6.2 0 -13.16 6.04 0 -12.52 4.44 0 -12.28 4 0 -12.64
3 179 2.64 0 -11.56 2.48 0 -11.92 4 0 -12.64
3 179 4 0 -12.64 .92 0 -13.44 4.28 0 -16.6
4 179 3.6 0 -11.04 4 0 -12.64 4.44 0 -11.32 4.16 0 -11.04
3 179 3.88 0 -10.6 2.64 0 -10.96 3.6 0 -11.04
4 179 2.64 0 -9.12 4.12 0 -10.12 4.36 0 -9.4 2.88 0 -7.88
3 179 7.4 0 -12.2 9.28 0 -13.8 9.8 0 -12.72
4 179 7.76 0 -14.32 7.4 0 -12.2 6.92 0 -13.32 6.76 0 -13.84
3 179 6.76 0 -13.84 7.2 0 -14.68 7.76 0 -14.32
4 179 6.48 0 -13.68 6.04 0 -15.8 6.52 0 -15.24 6.72 0 -13.92
4 179 4.76 0 -11.6 4.44 0 -12.28 6.04 0 -12.52 6.08 0 -11.8
4 179 7.12 0 -11.92 6.24 0 -11.96 6.44 0 -12.6 6.56 0 -12.96
3 179 4.96 0 -10.84 4.76 0 -11.6 6.08 0 -11.8
3 179 6.04 0 -9.76 6.08 0 -11.8 7.48 0 -11.52
